clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f
42_1_6_11,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,11,clear,Top,train,test,1.0,0.0,18749,18719,18787
42_1_6_12,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,12,clear,Bottom,train,test,0.0,0.0,18780,18749,18823
42_1_6_13,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,13,passive_drop,Top,train,test,0.0,0.0,18816,18780,18852
42_1_6_14,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,14,net_shot,Bottom,train,test,0.0,0.0,18845,18816,18887
42_1_6_15,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,15,lob,Top,train,test,0.0,1.0,18880,18845,18919
42_1_6_16,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,16,clear,Bottom,train,test,0.0,0.0,18912,18880,18947
42_1_6_17,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,17,clear,Top,train,test,1.0,0.0,18940,18912,18986
42_1_6_18,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,18,smash,Bottom,train,test,0.0,0.0,18979,18940,18998
42_1_6_19,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,19,return_net,Top,train,test,0.0,1.0,18991,18979,19025
42_1_6_20,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,6,20,rush,Bottom,train,test,0.0,0.0,19018,18991,19033
42_1_7_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,7,1,unknown,Bottom,,test,,,20013,19998,20044
42_1_7_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,7,2,push,Top,train,test,0.0,1.0,20037,20013,20074
42_1_7_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,7,3,drop,Bottom,train,test,1.0,0.0,20067,20037,20094
42_1_7_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,7,4,smash,Top,train,test,0.0,0.0,20087,20067,20102
42_1_8_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,8,1,long_service,Top,train,test,0.0,0.0,20605,20590,20657
42_1_8_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,8,2,clear,Bottom,train,test,0.0,0.0,20661,20616,20696
42_1_8_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,8,3,wrist_smash,Top,train,test,1.0,0.0,20689,20661,20704
42_1_9_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,9,1,long_service,Bottom,train,test,0.0,0.0,21148,21133,21200
42_1_9_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,9,2,clear,Top,train,test,0.0,0.0,21206,21161,21237
42_1_9_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,9,3,clear,Bottom,train,test,0.0,0.0,21230,21206,21266
42_1_9_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,9,4,clear,Top,train,test,1.0,0.0,21259,21230,21311
42_1_9_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,9,5,smash,Bottom,train,test,0.0,0.0,21306,21261,21321
42_1_10_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,1,long_service,Bottom,train,test,0.0,0.0,21774,21759,21826
42_1_10_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,2,drop,Top,train,test,1.0,0.0,21827,21782,21854
42_1_10_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,3,net_shot,Bottom,train,test,0.0,0.0,21847,21827,21882
42_1_10_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,4,lob,Top,train,test,0.0,1.0,21875,21847,21917
42_1_10_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,5,drop,Bottom,train,test,0.0,0.0,21910,21875,21939
42_1_10_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,6,cross_court_net_shot,Top,train,test,0.0,1.0,21932,21910,21968
42_1_10_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,7,push,Bottom,train,test,0.0,1.0,21961,21932,22001
42_1_10_8,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,8,drop,Top,train,test,1.0,0.0,21994,21961,22022
42_1_10_9,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,9,defensive_return_lob,Bottom,train,test,0.0,1.0,22015,21994,22057
42_1_10_10,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,10,clear,Top,train,test,0.0,0.0,22050,22015,22080
42_1_10_11,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,10,11,smash,Bottom,train,test,1.0,0.0,22073,22050,22088
42_1_11_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,1,unknown,Bottom,,test,,,22630,22615,22682
42_1_11_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,2,drop,Top,train,test,0.0,0.0,22678,22633,22709
42_1_11_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,3,net_shot,Bottom,train,test,0.0,1.0,22702,22678,22737
42_1_11_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,4,lob,Top,train,test,0.0,0.0,22730,22702,22769
42_1_11_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,5,clear,Bottom,train,test,1.0,0.0,22762,22730,22796
42_1_11_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,6,drop,Top,train,test,0.0,0.0,22789,22762,22819
42_1_11_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,7,push,Bottom,train,test,0.0,0.0,22812,22789,22843
42_1_11_8,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,8,passive_drop,Top,train,test,0.0,1.0,22836,22812,22874
42_1_11_9,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,9,lob,Bottom,train,test,0.0,0.0,22867,22836,22909
42_1_11_10,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,10,clear,Top,train,test,1.0,0.0,22902,22867,22939
42_1_11_11,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,11,clear,Bottom,train,test,1.0,0.0,22932,22902,22970
42_1_11_12,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,12,clear,Top,train,test,0.0,0.0,22963,22932,23000
42_1_11_13,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,13,clear,Bottom,train,test,1.0,0.0,22993,22963,23026
42_1_11_14,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,14,clear,Top,train,test,0.0,0.0,23019,22993,23053
42_1_11_15,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,15,clear,Bottom,train,test,1.0,0.0,23046,23019,23091
42_1_11_16,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,11,16,passive_drop,Top,train,test,0.0,0.0,23084,23046,23099
42_1_12_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,12,1,long_service,Bottom,train,test,0.0,0.0,23844,23829,23896
42_1_12_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,12,2,drop,Top,train,test,0.0,0.0,23898,23853,23928
42_1_12_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,12,3,lob,Bottom,train,test,0.0,0.0,23921,23898,23936
42_1_13_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,13,1,unknown,Top,,test,,,24862,24847,24914
42_1_13_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,13,2,drop,Bottom,train,test,0.0,0.0,24925,24880,24940
42_1_14_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,1,unknown,Bottom,,test,,,26115,26100,26167
42_1_14_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,2,drop,Top,train,test,0.0,0.0,26165,26120,26193
42_1_14_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,3,net_shot,Bottom,train,test,0.0,0.0,26186,26165,26227
42_1_14_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,4,lob,Top,train,test,0.0,1.0,26220,26186,26270
42_1_14_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,5,clear,Bottom,train,test,0.0,0.0,26263,26220,26293
42_1_14_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,14,6,clear,Top,train,test,1.0,0.0,26286,26263,26301
42_1_15_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,15,1,unknown,Bottom,,test,,,26730,26715,26782
42_1_15_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,15,2,drop,Top,train,test,0.0,0.0,26807,26762,26838
42_1_15_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,15,3,net_shot,Bottom,train,test,0.0,1.0,26831,26807,26846
42_1_16_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,16,1,unknown,Top,,test,,,27324,27309,27331
42_1_17_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,17,1,unknown,Top,,test,,,27856,27841,27908
42_1_17_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,17,2,clear,Bottom,train,test,0.0,0.0,27918,27873,27951
42_1_17_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,17,3,wrist_smash,Top,train,test,0.0,0.0,27944,27918,27963
42_1_17_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,17,4,return_net,Bottom,train,test,0.0,1.0,27956,27944,27985
42_1_17_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,17,5,push,Top,train,test,0.0,1.0,27978,27956,27993
42_1_18_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,18,1,long_service,Top,train,test,0.0,0.0,28523,28508,28575
42_1_18_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,18,2,drop,Bottom,train,test,0.0,0.0,28581,28536,28596
42_1_19_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,1,unknown,Bottom,,test,,,29076,29061,29083
42_1_19_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,4,push,Top,train,test,0.0,1.0,29099,29076,29130
42_1_19_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,5,clear,Bottom,train,test,0.0,0.0,29123,29099,29165
42_1_19_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,6,passive_drop,Top,train,test,0.0,0.0,29158,29123,29194
42_1_19_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,7,push,Bottom,train,test,0.0,1.0,29187,29158,29215
42_1_19_8,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,8,clear,Top,train,test,0.0,0.0,29208,29187,29250
42_1_19_9,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,9,passive_drop,Bottom,train,test,0.0,0.0,29243,29208,29276
42_1_19_10,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,10,push,Top,train,test,0.0,1.0,29269,29243,29301
42_1_19_11,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,11,drop,Bottom,train,test,1.0,0.0,29294,29269,29324
42_1_19_12,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,12,net_shot,Top,train,test,0.0,1.0,29317,29294,29355
42_1_19_13,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,13,lob,Bottom,train,test,0.0,0.0,29348,29317,29390
42_1_19_14,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,14,clear,Top,train,test,1.0,0.0,29383,29348,29426
42_1_19_15,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,15,clear,Bottom,train,test,0.0,0.0,29419,29383,29453
42_1_19_16,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,16,wrist_smash,Top,train,test,0.0,0.0,29446,29419,29469
42_1_19_17,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,19,17,return_net,Bottom,train,test,0.0,1.0,29462,29446,29477
42_1_20_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,1,long_service,Top,train,test,0.0,0.0,30226,30211,30278
42_1_20_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,2,smash,Bottom,train,test,0.0,0.0,30282,30237,30307
42_1_20_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,3,return_net,Top,train,test,0.0,0.0,30300,30282,30336
42_1_20_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,4,lob,Bottom,train,test,0.0,0.0,30329,30300,30373
42_1_20_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,5,smash,Top,train,test,1.0,0.0,30366,30329,30390
42_1_20_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,6,defensive_return_drive,Bottom,train,test,0.0,0.0,30383,30366,30416
42_1_20_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,20,7,drop,Top,train,test,0.0,0.0,30409,30383,30424
42_1_21_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,1,long_service,Bottom,train,test,0.0,0.0,32646,32631,32698
42_1_21_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,2,drop,Top,train,test,0.0,0.0,32705,32660,32733
42_1_21_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,3,net_shot,Bottom,train,test,0.0,0.0,32726,32705,32765
42_1_21_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,4,push,Top,train,test,0.0,1.0,32758,32726,32790
42_1_21_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,5,wrist_smash,Bottom,train,test,0.0,0.0,32783,32758,32804
42_1_21_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,21,6,return_net,Top,train,test,0.0,0.0,32797,32783,32812
42_1_22_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,1,unknown,Bottom,,test,,,33181,33166,33233
42_1_22_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,2,clear,Top,train,test,0.0,0.0,33248,33203,33281
42_1_22_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,3,drop,Bottom,train,test,1.0,0.0,33274,33248,33300
42_1_22_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,4,cross_court_net_shot,Top,train,test,0.0,1.0,33293,33274,33330
42_1_22_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,5,cross_court_net_shot,Bottom,train,test,0.0,1.0,33323,33293,33360
42_1_22_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,6,lob,Top,train,test,0.0,1.0,33353,33323,33395
42_1_22_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,7,smash,Bottom,train,test,0.0,0.0,33388,33353,33408
42_1_22_8,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,8,return_net,Top,train,test,0.0,0.0,33401,33388,33427
42_1_22_9,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,9,push,Bottom,train,test,0.0,1.0,33420,33401,33453
42_1_22_10,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,10,drop,Top,train,test,0.0,1.0,33446,33420,33482
42_1_22_11,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,11,lob,Bottom,train,test,0.0,1.0,33475,33446,33513
42_1_22_12,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,12,clear,Top,train,test,1.0,0.0,33506,33475,33550
42_1_22_13,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,13,drop,Bottom,train,test,1.0,0.0,33543,33506,33573
42_1_22_14,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,14,lob,Top,train,test,0.0,0.0,33566,33543,33606
42_1_22_15,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,22,15,clear,Bottom,train,test,0.0,0.0,33599,33566,33614
42_1_23_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,23,1,unknown,Bottom,,test,,,34469,34454,34521
42_1_23_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,23,2,smash,Top,train,test,0.0,0.0,34532,34487,34556
42_1_23_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,23,3,return_net,Bottom,train,test,0.0,1.0,34549,34532,34564
42_1_24_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,1,long_service,Top,train,test,0.0,0.0,35199,35184,35251
42_1_24_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,2,clear,Bottom,train,test,0.0,0.0,35254,35209,35283
42_1_24_3,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,3,wrist_smash,Top,train,test,1.0,0.0,35276,35254,35300
42_1_24_4,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,4,return_net,Bottom,train,test,0.0,1.0,35293,35276,35328
42_1_24_5,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,5,net_shot,Top,train,test,0.0,0.0,35321,35293,35355
42_1_24_6,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,6,lob,Bottom,train,test,0.0,1.0,35348,35321,35392
42_1_24_7,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,7,drop,Top,train,test,1.0,0.0,35385,35348,35415
42_1_24_8,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,8,net_shot,Bottom,train,test,0.0,1.0,35408,35385,35444
42_1_24_9,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,24,9,rush,Top,train,test,0.0,0.0,35437,35408,35452
42_1_25_1,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,25,1,unknown,Top,,test,,,36668,36653,36720
42_1_25_2,42,Pusarla_V._Sindhu_Pornpawee_Chochuwong_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1,25,2,smash,Bottom,train,test,0.0,0.0,36727,36682,36742
